,DateTime,Seq,Temp,'C,Humidity,%
0,2015-9-1,0,15.0,'C,88.0,%
1,2015-9-1,1,15.0,'C,88.0,%
2,2015-9-1,2,15.0,'C,82.0,%
3,2015-9-1,3,15.0,'C,88.0,%
4,2015-9-1,4,15.0,'C,88.0,%
5,2015-9-1,5,15.0,'C,82.0,%
6,2015-9-1,6,15.0,'C,82.0,%
7,2015-9-1,7,15.0,'C,82.0,%
8,2015-9-1,8,15.0,'C,82.0,%
9,2015-9-1,9,15.5,'C,79.5,%
10,2015-9-1,10,16.0,'C,72.0,%
11,2015-9-1,11,15.5,'C,82.0,%
12,2015-9-1,12,16.0,'C,79.5,%
13,2015-9-1,13,17.0,'C,70.0,%
14,2015-9-1,14,16.5,'C,74.5,%
15,2015-9-1,15,17.5,'C,63.5,%
16,2015-9-1,16,18.5,'C,55.5,%
17,2015-9-1,17,17.0,'C,64.0,%
18,2015-9-1,18,15.0,'C,79.5,%
19,2015-9-1,19,15.0,'C,82.0,%
20,2015-9-1,20,14.5,'C,85.0,%
21,2015-9-1,21,14.0,'C,88.0,%
22,2015-9-1,22,14.0,'C,88.0,%
23,2015-9-1,23,14.0,'C,88.0,%
24,2015-9-2,0,13.5,'C,88.0,%
25,2015-9-2,1,13.0,'C,85.0,%
26,2015-9-2,2,13.0,'C,88.0,%
27,2015-9-2,3,12.0,'C,91.0,%
28,2015-9-2,4,11.5,'C,88.0,%
29,2015-9-2,5,12.0,'C,85.0,%
30,2015-9-2,6,11.5,'C,91.0,%
31,2015-9-2,7,12.5,'C,85.0,%
32,2015-9-2,8,13.5,'C,85.0,%
33,2015-9-2,9,15.0,'C,72.0,%
34,2015-9-2,10,16.0,'C,68.0,%
35,2015-9-2,11,15.5,'C,67.5,%
36,2015-9-2,12,18.0,'C,56.0,%
37,2015-9-2,13,17.0,'C,57.0,%
38,2015-9-2,14,17.5,'C,55.5,%
39,2015-9-2,15,17.5,'C,52.0,%
40,2015-9-2,16,17.0,'C,55.0,%
41,2015-9-2,17,17.0,'C,53.5,%
42,2015-9-2,18,17.0,'C,55.0,%
43,2015-9-2,19,15.5,'C,65.0,%
44,2015-9-2,20,15.0,'C,69.5,%
45,2015-9-2,21,14.0,'C,79.5,%
46,2015-9-2,22,14.0,'C,79.5,%
47,2015-9-2,23,14.0,'C,77.0,%
48,2015-9-3,0,14.0,'C,77.0,%
49,2015-9-3,1,13.5,'C,79.5,%
50,2015-9-3,2,13.0,'C,79.5,%
51,2015-9-3,3,12.0,'C,82.0,%
52,2015-9-3,4,12.0,'C,82.0,%
53,2015-9-3,5,11.0,'C,82.0,%
54,2015-9-3,6,11.5,'C,85.0,%
55,2015-9-3,7,12.5,'C,79.5,%
56,2015-9-3,8,13.5,'C,72.0,%
57,2015-9-3,9,14.0,'C,67.0,%
58,2015-9-3,10,14.0,'C,67.0,%
59,2015-9-3,11,15.0,'C,65.0,%
60,2015-9-3,12,15.5,'C,63.0,%
61,2015-9-3,13,16.0,'C,55.0,%
62,2015-9-3,14,15.5,'C,57.0,%
63,2015-9-3,15,16.5,'C,51.5,%
64,2015-9-3,16,16.5,'C,51.5,%
65,2015-9-3,17,15.0,'C,59.0,%
66,2015-9-3,18,15.0,'C,59.0,%
67,2015-9-3,19,13.0,'C,72.0,%
68,2015-9-3,20,14.0,'C,65.0,%
69,2015-9-3,21,14.0,'C,63.0,%
70,2015-9-3,22,14.0,'C,63.0,%
71,2015-9-3,23,13.0,'C,67.0,%
72,2015-9-4,0,12.5,'C,74.5,%
73,2015-9-4,1,12.5,'C,74.5,%
74,2015-9-4,2,12.5,'C,74.5,%
75,2015-9-4,3,13.0,'C,72.0,%
76,2015-9-4,4,13.0,'C,72.0,%
77,2015-9-4,5,12.5,'C,74.5,%
78,2015-9-4,6,13.0,'C,77.0,%
79,2015-9-4,7,13.0,'C,77.0,%
80,2015-9-4,8,13.5,'C,74.5,%
81,2015-9-4,9,14.5,'C,65.0,%
82,2015-9-4,10,15.5,'C,63.0,%
83,2015-9-4,11,15.5,'C,61.0,%
84,2015-9-4,12,16.0,'C,59.0,%
85,2015-9-4,13,16.0,'C,59.0,%
86,2015-9-4,14,15.5,'C,59.0,%
87,2015-9-4,15,16.0,'C,55.0,%
88,2015-9-4,16,16.0,'C,55.0,%
89,2015-9-4,17,16.0,'C,53.5,%
90,2015-9-4,18,15.0,'C,59.0,%
91,2015-9-4,19,15.0,'C,59.0,%
92,2015-9-4,20,15.0,'C,59.0,%
93,2015-9-4,21,14.0,'C,63.0,%
94,2015-9-4,22,14.0,'C,63.0,%
95,2015-9-4,23,14.0,'C,63.0,%
96,2015-9-5,0,14.0,'C,63.0,%
97,2015-9-5,1,14.0,'C,63.0,%
98,2015-9-5,2,12.5,'C,74.5,%
99,2015-9-5,3,12.0,'C,74.5,%
100,2015-9-5,4,11.0,'C,82.0,%
101,2015-9-5,5,11.5,'C,82.0,%
102,2015-9-5,6,11.5,'C,88.0,%
103,2015-9-5,7,12.0,'C,94.0,%
104,2015-9-5,8,13.5,'C,88.0,%
105,2015-9-5,9,13.0,'C,91.0,%
106,2015-9-5,10,13.5,'C,85.0,%
107,2015-9-5,11,14.0,'C,77.0,%
108,2015-9-5,12,14.0,'C,77.0,%
109,2015-9-5,13,15.0,'C,65.0,%
110,2015-9-5,14,15.5,'C,61.0,%
111,2015-9-5,15,16.0,'C,52.0,%
112,2015-9-5,16,16.0,'C,52.0,%
113,2015-9-5,17,15.5,'C,51.5,%
114,2015-9-5,18,15.0,'C,57.0,%
115,2015-9-5,19,14.0,'C,61.0,%
116,2015-9-5,20,13.0,'C,65.0,%
117,2015-9-5,21,12.0,'C,67.0,%
118,2015-9-5,22,11.5,'C,74.0,%
119,2015-9-5,23,11.0,'C,76.0,%
120,2015-9-6,0,10.5,'C,76.5,%
121,2015-9-6,1,10.0,'C,82.0,%
122,2015-9-6,2,10.0,'C,79.0,%
123,2015-9-6,3,9.5,'C,82.0,%
124,2015-9-6,4,9.0,'C,87.0,%
125,2015-9-6,5,9.0,'C,87.0,%
126,2015-9-6,6,8.5,'C,84.5,%
127,2015-9-6,7,9.5,'C,84.5,%
128,2015-9-6,8,12.5,'C,67.5,%
129,2015-9-6,9,13.5,'C,65.0,%
130,2015-9-6,10,14.0,'C,63.0,%
131,2015-9-6,11,15.5,'C,57.0,%
132,2015-9-6,12,16.5,'C,53.5,%
133,2015-9-6,13,18.0,'C,47.0,%
134,2015-9-6,14,18.0,'C,47.0,%
135,2015-9-6,15,19.0,'C,43.0,%
136,2015-9-6,16,19.0,'C,43.0,%
137,2015-9-6,17,19.0,'C,44.5,%
138,2015-9-6,18,18.5,'C,49.0,%
139,2015-9-6,19,17.5,'C,53.5,%
140,2015-9-6,20,17.0,'C,59.0,%
141,2015-9-6,21,16.5,'C,61.0,%
142,2015-9-6,22,15.5,'C,65.0,%
143,2015-9-6,23,15.0,'C,67.0,%
144,2015-9-7,0,13.5,'C,74.5,%
145,2015-9-7,1,13.0,'C,74.5,%
146,2015-9-7,2,12.5,'C,79.5,%
147,2015-9-7,3,11.5,'C,82.0,%
148,2015-9-7,4,11.0,'C,85.0,%
149,2015-9-7,5,11.0,'C,85.0,%
150,2015-9-7,6,11.0,'C,85.0,%
151,2015-9-7,7,12.0,'C,79.5,%
152,2015-9-7,8,13.0,'C,77.0,%
153,2015-9-7,9,15.0,'C,67.0,%
154,2015-9-7,10,16.5,'C,65.5,%
155,2015-9-7,11,17.0,'C,63.0,%
156,2015-9-7,12,17.0,'C,63.0,%
157,2015-9-7,13,16.5,'C,63.5,%
158,2015-9-7,14,16.0,'C,68.0,%
159,2015-9-7,15,16.0,'C,68.0,%
160,2015-9-7,16,17.0,'C,63.0,%
161,2015-9-7,17,17.0,'C,63.0,%
162,2015-9-7,18,16.5,'C,63.0,%
163,2015-9-7,19,15.5,'C,65.0,%
164,2015-9-7,20,15.0,'C,67.0,%
165,2015-9-7,21,14.0,'C,72.0,%
166,2015-9-7,22,13.0,'C,77.0,%
167,2015-9-7,23,13.0,'C,77.0,%
168,2015-9-8,0,13.0,'C,79.5,%
169,2015-9-8,1,13.0,'C,82.0,%
170,2015-9-8,2,13.0,'C,77.0,%
171,2015-9-8,3,12.0,'C,82.0,%
172,2015-9-8,4,11.5,'C,85.0,%
173,2015-9-8,5,11.0,'C,88.0,%
174,2015-9-8,6,11.0,'C,88.0,%
175,2015-9-8,7,12.0,'C,85.0,%
176,2015-9-8,8,13.0,'C,77.0,%
177,2015-9-8,9,13.5,'C,79.5,%
178,2015-9-8,10,14.0,'C,72.0,%
179,2015-9-8,11,15.0,'C,72.0,%
180,2015-9-8,12,15.0,'C,67.0,%
181,2015-9-8,13,16.0,'C,63.0,%
182,2015-9-8,14,16.0,'C,61.0,%
183,2015-9-8,15,16.0,'C,61.0,%
184,2015-9-8,16,16.5,'C,59.0,%
185,2015-9-8,17,16.0,'C,61.0,%
186,2015-9-8,18,16.0,'C,61.0,%
187,2015-9-8,19,16.0,'C,65.5,%
188,2015-9-8,20,16.0,'C,68.0,%
189,2015-9-8,21,15.0,'C,72.0,%
190,2015-9-8,22,15.0,'C,77.0,%
191,2015-9-8,23,15.0,'C,77.0,%
192,2015-9-9,0,15.0,'C,72.0,%
193,2015-9-9,1,14.5,'C,74.5,%
194,2015-9-9,2,14.0,'C,77.0,%
195,2015-9-9,3,14.0,'C,77.0,%
196,2015-9-9,4,14.0,'C,82.0,%
197,2015-9-9,5,13.0,'C,88.0,%
198,2015-9-9,6,13.5,'C,85.0,%
199,2015-9-9,7,14.0,'C,82.0,%
200,2015-9-9,8,14.0,'C,82.0,%
201,2015-9-9,9,15.0,'C,79.5,%
202,2015-9-9,10,16.0,'C,77.0,%
203,2015-9-9,11,17.0,'C,67.5,%
204,2015-9-9,12,18.5,'C,52.0,%
205,2015-9-9,13,19.0,'C,54.0,%
206,2015-9-9,14,19.0,'C,52.0,%
207,2015-9-9,15,19.0,'C,49.0,%
208,2015-9-9,16,18.5,'C,52.0,%
209,2015-9-9,17,18.0,'C,57.5,%
210,2015-9-9,18,17.0,'C,63.0,%
211,2015-9-9,19,16.5,'C,70.0,%
212,2015-9-9,20,16.0,'C,77.0,%
213,2015-9-9,21,15.0,'C,82.0,%
214,2015-9-9,22,14.5,'C,85.0,%
215,2015-9-9,23,14.0,'C,88.0,%
216,2015-9-10,0,13.0,'C,88.0,%
217,2015-9-10,1,13.5,'C,85.0,%
218,2015-9-10,2,13.0,'C,88.0,%
219,2015-9-10,3,13.0,'C,88.0,%
220,2015-9-10,4,12.0,'C,94.0,%
221,2015-9-10,5,12.0,'C,94.0,%
222,2015-9-10,6,13.0,'C,88.0,%
223,2015-9-10,7,14.5,'C,85.0,%
224,2015-9-10,8,16.0,'C,82.0,%
225,2015-9-10,9,17.5,'C,72.5,%
226,2015-9-10,10,19.0,'C,56.0,%
227,2015-9-10,11,19.5,'C,47.5,%
228,2015-9-10,12,20.0,'C,47.5,%
229,2015-9-10,13,20.0,'C,49.0,%
230,2015-9-10,14,20.0,'C,40.5,%
231,2015-9-10,15,20.0,'C,43.0,%
232,2015-9-10,16,19.0,'C,56.0,%
233,2015-9-10,17,18.0,'C,64.0,%
234,2015-9-10,18,17.5,'C,66.0,%
235,2015-9-10,19,17.0,'C,68.0,%
236,2015-9-10,20,16.0,'C,77.0,%
237,2015-9-10,21,16.0,'C,77.0,%
238,2015-9-10,22,15.0,'C,82.0,%
239,2015-9-10,23,14.0,'C,88.0,%
240,2015-9-11,0,14.0,'C,88.0,%
241,2015-9-11,1,13.5,'C,91.0,%
242,2015-9-11,2,13.0,'C,91.0,%
243,2015-9-11,3,13.0,'C,91.0,%
244,2015-9-11,4,13.0,'C,94.0,%
245,2015-9-11,5,12.5,'C,91.0,%
246,2015-9-11,6,12.5,'C,88.0,%
247,2015-9-11,7,14.5,'C,79.5,%
248,2015-9-11,8,16.0,'C,74.5,%
249,2015-9-11,9,17.5,'C,63.5,%
250,2015-9-11,10,19.0,'C,54.0,%
251,2015-9-11,11,19.0,'C,58.0,%
252,2015-9-11,12,20.5,'C,54.5,%
253,2015-9-11,13,20.0,'C,52.0,%
254,2015-9-11,14,20.0,'C,52.0,%
255,2015-9-11,15,20.0,'C,50.5,%
256,2015-9-11,16,20.0,'C,54.0,%
257,2015-9-11,17,19.5,'C,58.0,%
258,2015-9-11,18,17.5,'C,68.0,%
259,2015-9-11,19,17.0,'C,72.0,%
260,2015-9-11,20,17.0,'C,72.0,%
261,2015-9-11,21,17.0,'C,72.0,%
262,2015-9-11,22,17.0,'C,72.0,%
263,2015-9-11,23,17.0,'C,72.0,%
264,2015-9-12,0,17.0,'C,72.0,%
265,2015-9-12,1,17.0,'C,72.0,%
266,2015-9-12,2,17.0,'C,72.0,%
267,2015-9-12,3,17.0,'C,72.0,%
268,2015-9-12,4,17.0,'C,72.0,%
269,2015-9-12,5,17.0,'C,72.0,%
270,2015-9-12,6,17.0,'C,79.5,%
271,2015-9-12,7,17.0,'C,82.0,%
272,2015-9-12,8,17.5,'C,79.5,%
273,2015-9-12,9,18.5,'C,72.5,%
274,2015-9-12,10,19.5,'C,62.0,%
275,2015-9-12,11,20.0,'C,58.0,%
276,2015-9-12,12,21.0,'C,51.0,%
277,2015-9-12,13,21.0,'C,53.0,%
278,2015-9-12,14,21.0,'C,53.0,%
279,2015-9-12,15,20.0,'C,52.0,%
280,2015-9-12,16,20.0,'C,54.0,%
281,2015-9-12,17,19.0,'C,58.0,%
282,2015-9-12,18,18.0,'C,56.0,%
283,2015-9-12,19,17.0,'C,59.0,%
284,2015-9-12,20,16.0,'C,68.0,%
285,2015-9-12,21,15.5,'C,65.0,%
286,2015-9-12,22,15.0,'C,67.0,%
287,2015-9-12,23,15.0,'C,67.0,%
288,2015-9-13,0,14.0,'C,72.0,%
289,2015-9-13,1,13.0,'C,77.0,%
290,2015-9-13,2,13.0,'C,77.0,%
291,2015-9-13,3,12.5,'C,79.5,%
292,2015-9-13,4,12.0,'C,85.0,%
293,2015-9-13,5,12.5,'C,82.0,%
294,2015-9-13,6,12.0,'C,88.0,%
295,2015-9-13,7,12.0,'C,88.0,%
296,2015-9-13,8,13.5,'C,79.5,%
297,2015-9-13,9,14.5,'C,79.5,%
298,2015-9-13,10,15.5,'C,70.0,%
299,2015-9-13,11,16.0,'C,70.0,%
300,2015-9-13,12,17.5,'C,59.0,%
301,2015-9-13,13,17.0,'C,59.0,%
302,2015-9-13,14,16.5,'C,59.0,%
303,2015-9-13,15,16.5,'C,57.0,%
304,2015-9-13,16,16.0,'C,61.0,%
305,2015-9-13,17,15.0,'C,65.0,%
306,2015-9-13,18,14.5,'C,69.5,%
307,2015-9-13,19,13.0,'C,74.5,%
308,2015-9-13,20,12.5,'C,74.5,%
309,2015-9-13,21,12.0,'C,77.0,%
310,2015-9-13,22,12.0,'C,77.0,%
311,2015-9-13,23,12.0,'C,77.0,%
312,2015-9-14,0,12.0,'C,82.0,%
313,2015-9-14,1,13.0,'C,85.0,%
314,2015-9-14,2,13.0,'C,88.0,%
315,2015-9-14,3,13.0,'C,88.0,%
316,2015-9-14,4,13.0,'C,94.0,%
317,2015-9-14,5,13.0,'C,94.0,%
318,2015-9-14,6,13.0,'C,97.0,%
319,2015-9-14,7,14.5,'C,94.0,%
320,2015-9-14,8,16.5,'C,85.0,%
321,2015-9-14,9,16.5,'C,79.5,%
322,2015-9-14,10,16.5,'C,82.0,%
323,2015-9-14,11,16.5,'C,82.5,%
324,2015-9-14,12,18.0,'C,73.0,%
325,2015-9-14,13,17.0,'C,77.5,%
326,2015-9-14,14,17.5,'C,66.0,%
327,2015-9-14,15,16.0,'C,65.5,%
328,2015-9-14,16,15.5,'C,63.0,%
329,2015-9-14,17,15.0,'C,61.0,%
330,2015-9-14,18,13.5,'C,74.5,%
331,2015-9-14,19,13.0,'C,74.5,%
332,2015-9-14,20,13.0,'C,72.0,%
333,2015-9-14,21,13.0,'C,69.5,%
334,2015-9-14,22,13.0,'C,67.0,%
335,2015-9-14,23,13.0,'C,67.0,%
336,2015-9-15,0,12.0,'C,72.0,%
337,2015-9-15,1,12.0,'C,72.0,%
338,2015-9-15,2,12.0,'C,72.0,%
339,2015-9-15,3,12.0,'C,72.0,%
340,2015-9-15,4,12.0,'C,74.5,%
341,2015-9-15,5,12.0,'C,77.0,%
342,2015-9-15,6,11.5,'C,82.5,%
343,2015-9-15,7,11.5,'C,88.0,%
344,2015-9-15,8,13.0,'C,85.0,%
345,2015-9-15,9,13.5,'C,85.0,%
346,2015-9-15,10,14.0,'C,82.0,%
