,DateTime,Seq,Temp,'C,Humidity,%
0,2015-8-1,0,15.0,'C,59.0,%
1,2015-8-1,1,14.0,'C,63.0,%
2,2015-8-1,2,14.0,'C,67.0,%
3,2015-8-1,3,13.0,'C,72.0,%
4,2015-8-1,4,13.0,'C,72.0,%
5,2015-8-1,5,13.0,'C,72.0,%
6,2015-8-1,6,13.5,'C,69.5,%
7,2015-8-1,7,15.0,'C,63.0,%
8,2015-8-1,8,16.5,'C,55.5,%
9,2015-8-1,9,18.0,'C,52.0,%
10,2015-8-1,10,18.5,'C,49.0,%
11,2015-8-1,11,20.0,'C,44.5,%
12,2015-8-1,12,20.5,'C,41.5,%
13,2015-8-1,13,21.5,'C,38.0,%
14,2015-8-1,14,22.5,'C,37.0,%
15,2015-8-1,15,21.5,'C,40.5,%
16,2015-8-1,16,21.5,'C,42.0,%
17,2015-8-1,17,21.0,'C,46.0,%
18,2015-8-1,18,21.0,'C,47.5,%
19,2015-8-1,19,19.5,'C,54.0,%
20,2015-8-1,20,19.0,'C,56.0,%
21,2015-8-1,21,18.5,'C,62.0,%
22,2015-8-1,22,17.5,'C,68.0,%
23,2015-8-1,23,17.0,'C,72.0,%
24,2015-8-2,0,16.0,'C,77.0,%
25,2015-8-2,1,15.5,'C,79.5,%
26,2015-8-2,2,15.0,'C,82.0,%
27,2015-8-2,3,14.5,'C,85.0,%
28,2015-8-2,4,14.0,'C,88.0,%
29,2015-8-2,5,14.0,'C,82.0,%
30,2015-8-2,6,15.5,'C,74.5,%
31,2015-8-2,7,17.0,'C,68.0,%
32,2015-8-2,8,17.5,'C,68.0,%
33,2015-8-2,9,19.0,'C,64.0,%
34,2015-8-2,10,20.5,'C,58.0,%
35,2015-8-2,11,22.0,'C,51.5,%
36,2015-8-2,12,23.5,'C,44.0,%
37,2015-8-2,13,24.0,'C,38.0,%
38,2015-8-2,14,25.0,'C,35.0,%
39,2015-8-2,15,25.0,'C,34.0,%
40,2015-8-2,16,25.0,'C,32.0,%
41,2015-8-2,17,25.0,'C,32.0,%
42,2015-8-2,18,24.5,'C,33.0,%
43,2015-8-2,19,23.5,'C,38.5,%
44,2015-8-2,20,21.5,'C,49.5,%
45,2015-8-2,21,20.0,'C,56.0,%
46,2015-8-2,22,19.5,'C,49.0,%
47,2015-8-2,23,19.0,'C,56.0,%
48,2015-8-3,0,18.0,'C,66.0,%
49,2015-8-3,1,18.0,'C,66.0,%
50,2015-8-3,2,17.5,'C,68.0,%
51,2015-8-3,3,18.0,'C,68.0,%
52,2015-8-3,4,18.0,'C,64.0,%
53,2015-8-3,5,18.0,'C,70.5,%
54,2015-8-3,6,19.0,'C,70.5,%
55,2015-8-3,7,19.5,'C,75.5,%
56,2015-8-3,8,20.5,'C,70.5,%
57,2015-8-3,9,21.5,'C,66.0,%
58,2015-8-3,10,22.0,'C,64.0,%
59,2015-8-3,11,23.0,'C,57.0,%
60,2015-8-3,12,23.5,'C,55.0,%
61,2015-8-3,13,23.5,'C,57.0,%
62,2015-8-3,14,23.0,'C,61.0,%
63,2015-8-3,15,21.5,'C,68.5,%
64,2015-8-3,16,21.0,'C,70.5,%
65,2015-8-3,17,20.0,'C,70.5,%
66,2015-8-3,18,20.0,'C,68.0,%
67,2015-8-3,19,19.0,'C,70.5,%
68,2015-8-3,20,19.0,'C,70.5,%
69,2015-8-3,21,17.5,'C,79.5,%
70,2015-8-3,22,17.5,'C,79.5,%
71,2015-8-3,23,17.0,'C,82.0,%
72,2015-8-4,0,17.0,'C,77.0,%
73,2015-8-4,1,17.0,'C,77.0,%
