,DateTime,Origin-Time,Minute,Temp,'C,Humidity,%
0,2014-7-1,11:50 PM,0,15.0,'C,72.0,%
1,2014-7-1,11:50 PM,1,15.0,'C,72.0,%
2,2014-7-1,11:50 PM,2,15.0,'C,72.0,%
3,2014-7-1,11:50 PM,3,15.0,'C,72.0,%
4,2014-7-1,11:50 PM,4,15.0,'C,72.0,%
5,2014-7-1,11:50 PM,5,15.0,'C,72.0,%
6,2014-7-1,11:50 PM,6,15.0,'C,72.0,%
7,2014-7-1,11:50 PM,7,15.0,'C,72.0,%
8,2014-7-1,11:50 PM,8,15.0,'C,72.0,%
9,2014-7-1,11:50 PM,9,15.0,'C,72.0,%
10,2014-7-1,11:50 PM,10,15.0,'C,72.0,%
11,2014-7-1,11:50 PM,11,15.0,'C,72.0,%
12,2014-7-1,11:50 PM,12,15.0,'C,72.0,%
13,2014-7-1,11:50 PM,13,15.0,'C,72.0,%
14,2014-7-1,11:50 PM,14,15.0,'C,72.0,%
15,2014-7-1,11:50 PM,15,15.0,'C,72.0,%
16,2014-7-1,11:50 PM,16,15.0,'C,72.0,%
17,2014-7-1,11:50 PM,17,15.0,'C,72.0,%
18,2014-7-1,11:50 PM,18,15.0,'C,72.0,%
19,2014-7-1,11:50 PM,19,15.0,'C,72.0,%
20,2014-7-1,11:50 PM,20,15.0,'C,72.0,%
21,2014-7-1,11:50 PM,21,15.0,'C,72.0,%
22,2014-7-1,11:50 PM,22,15.0,'C,72.0,%
23,2014-7-1,11:50 PM,23,15.0,'C,72.0,%
24,2014-7-1,11:50 PM,24,15.0,'C,72.0,%
25,2014-7-1,11:50 PM,25,15.0,'C,72.0,%
26,2014-7-1,11:50 PM,26,15.0,'C,72.0,%
27,2014-7-1,11:50 PM,27,15.0,'C,72.0,%
28,2014-7-1,11:50 PM,28,15.0,'C,72.0,%
29,2014-7-1,11:50 PM,29,15.0,'C,72.0,%
30,2014-7-1,12:20 AM,30,15.0,'C,72.0,%
31,2014-7-1,12:20 AM,31,15.0,'C,72.0,%
32,2014-7-1,12:20 AM,32,15.0,'C,72.0,%
33,2014-7-1,12:20 AM,33,15.0,'C,72.0,%
34,2014-7-1,12:20 AM,34,15.0,'C,72.0,%
35,2014-7-1,12:20 AM,35,15.0,'C,72.0,%
36,2014-7-1,12:20 AM,36,15.0,'C,72.0,%
37,2014-7-1,12:20 AM,37,15.0,'C,72.0,%
38,2014-7-1,12:20 AM,38,15.0,'C,72.0,%
39,2014-7-1,12:20 AM,39,15.0,'C,72.0,%
40,2014-7-1,12:20 AM,40,15.0,'C,72.0,%
41,2014-7-1,12:20 AM,41,15.0,'C,72.0,%
42,2014-7-1,12:20 AM,42,15.0,'C,72.0,%
43,2014-7-1,12:20 AM,43,15.0,'C,72.0,%
44,2014-7-1,12:20 AM,44,15.0,'C,72.0,%
45,2014-7-1,12:20 AM,45,15.0,'C,72.0,%
46,2014-7-1,12:20 AM,46,15.0,'C,72.0,%
47,2014-7-1,12:20 AM,47,15.0,'C,72.0,%
48,2014-7-1,12:20 AM,48,15.0,'C,72.0,%
49,2014-7-1,12:20 AM,49,15.0,'C,72.0,%
50,2014-7-1,12:20 AM,50,15.0,'C,72.0,%
51,2014-7-1,12:20 AM,51,15.0,'C,72.0,%
52,2014-7-1,12:20 AM,52,15.0,'C,72.0,%
53,2014-7-1,12:20 AM,53,15.0,'C,72.0,%
54,2014-7-1,12:20 AM,54,15.0,'C,72.0,%
55,2014-7-1,12:20 AM,55,15.0,'C,72.0,%
56,2014-7-1,12:20 AM,56,15.0,'C,72.0,%
57,2014-7-1,12:20 AM,57,15.0,'C,72.0,%
58,2014-7-1,12:20 AM,58,15.0,'C,72.0,%
59,2014-7-1,12:20 AM,59,15.0,'C,72.0,%
60,2014-7-1,12:50 AM,0,15.0,'C,72.0,%
61,2014-7-1,12:50 AM,1,14.967,'C,72.167,%
62,2014-7-1,12:50 AM,2,14.933,'C,72.333,%
63,2014-7-1,12:50 AM,3,14.9,'C,72.5,%
64,2014-7-1,12:50 AM,4,14.867,'C,72.667,%
65,2014-7-1,12:50 AM,5,14.833,'C,72.833,%
66,2014-7-1,12:50 AM,6,14.8,'C,73.0,%
67,2014-7-1,12:50 AM,7,14.767,'C,73.167,%
68,2014-7-1,12:50 AM,8,14.733,'C,73.333,%
69,2014-7-1,12:50 AM,9,14.7,'C,73.5,%
70,2014-7-1,12:50 AM,10,14.667,'C,73.667,%
71,2014-7-1,12:50 AM,11,14.633,'C,73.833,%
72,2014-7-1,12:50 AM,12,14.6,'C,74.0,%
73,2014-7-1,12:50 AM,13,14.567,'C,74.167,%
74,2014-7-1,12:50 AM,14,14.533,'C,74.333,%
75,2014-7-1,12:50 AM,15,14.5,'C,74.5,%
76,2014-7-1,12:50 AM,16,14.467,'C,74.667,%
77,2014-7-1,12:50 AM,17,14.433,'C,74.833,%
78,2014-7-1,12:50 AM,18,14.4,'C,75.0,%
79,2014-7-1,12:50 AM,19,14.367,'C,75.167,%
80,2014-7-1,12:50 AM,20,14.333,'C,75.333,%
81,2014-7-1,12:50 AM,21,14.3,'C,75.5,%
82,2014-7-1,12:50 AM,22,14.267,'C,75.667,%
83,2014-7-1,12:50 AM,23,14.233,'C,75.833,%
84,2014-7-1,12:50 AM,24,14.2,'C,76.0,%
85,2014-7-1,12:50 AM,25,14.167,'C,76.167,%
86,2014-7-1,12:50 AM,26,14.133,'C,76.333,%
87,2014-7-1,12:50 AM,27,14.1,'C,76.5,%
88,2014-7-1,12:50 AM,28,14.067,'C,76.667,%
89,2014-7-1,12:50 AM,29,14.0,'C,77.0,%
90,2014-7-1,1:20 AM,30,14.0,'C,77.0,%
91,2014-7-1,1:20 AM,31,14.0,'C,77.0,%
92,2014-7-1,1:20 AM,32,14.0,'C,77.0,%
93,2014-7-1,1:20 AM,33,14.0,'C,77.0,%
94,2014-7-1,1:20 AM,34,14.0,'C,77.0,%
95,2014-7-1,1:20 AM,35,14.0,'C,77.0,%
96,2014-7-1,1:20 AM,36,14.0,'C,77.0,%
97,2014-7-1,1:20 AM,37,14.0,'C,77.0,%
98,2014-7-1,1:20 AM,38,14.0,'C,77.0,%
99,2014-7-1,1:20 AM,39,14.0,'C,77.0,%
100,2014-7-1,1:20 AM,40,14.0,'C,77.0,%
