0,2016-07-01-1,0.0364370755851268,0.0147314696670919
1,2016-07-01-2,0.034682273864746,0.0138035030738893
2,2016-07-01-3,0.0324472598731517,0.0125275490082357
3,2016-07-01-4,0.0334497056901454,0.0131075281289873
4,2016-07-01-5,0.0958388298749923,0.0771372230599698
5,2016-07-01-6,0.0746635645627975,0.0289989560375826
6,2016-07-01-7,0.0761286690831184,0.0294629393341839
7,2016-07-01-8,0.2034190893173217,0.3156246375130495
8,2016-07-01-9,0.0892969146370887,0.0380466303213084
9,2016-07-01-10,0.1549899131059646,0.2058925878668367
10,2016-07-01-11,0.2194308042526245,0.5353207284537757
11,2016-07-01-12,0.1589644253253936,0.2114603874260526
12,2016-07-01-13,0.1313597708940506,0.1712098364458879
13,2016-07-01-14,0.2029842883348465,0.3078529172949774
14,2016-07-01-15,0.0926687493920326,0.0586938870200672
15,2016-07-01-16,0.0585299842059612,0.0236631481266674
16,2016-07-01-17,0.0935108214616775,0.0636817074585315
17,2016-07-01-18,0.2063212990760803,0.363530912887136
18,2016-07-01-19,0.2036832869052887,0.3201484746549124
19,2016-07-01-20,0.2013755589723587,0.2823338359819046
20,2016-07-01-21,0.091002807021141,0.0487182461431388
21,2016-07-01-22,0.0903859436511993,0.0446583922978772
22,2016-07-01-23,0.0540174022316932,0.0220392065885628
23,2016-07-01-24,0.027122588828206,0.0091636701078761
24,2016-07-02-1,0.0262701641768217,0.0085836909871244
25,2016-07-02-2,0.0252683851867914,0.0068437536248695
26,2016-07-02-3,0.0262701641768217,0.0085836909871244
27,2016-07-02-4,0.026935638859868,0.0090476742837257
28,2016-07-02-5,0.0366825312376022,0.0148474654912423
29,2016-07-02-6,0.0252683851867914,0.0068437536248695
30,2016-07-02-7,0.0262701641768217,0.0085836909871244
31,2016-07-02-8,0.0303435567766428,0.011251594942582
32,2016-07-02-9,0.1515616923570633,0.2010207632525229
33,2016-07-02-10,0.1618033498525619,0.2154042454471638
34,2016-07-02-11,0.1651223301887512,0.2200440784131771
35,2016-07-02-12,0.2033820003271103,0.3149286625681475
36,2016-07-02-13,0.2049468457698822,0.3411437188261222
37,2016-07-02-14,0.031498871743679,0.011947569887484
38,2016-07-02-15,0.0297962799668312,0.010903607470131
39,2016-07-02-16,0.0320730507373809,0.012295557359935
40,2016-07-02-17,0.0453922785818576,0.0186753276882032
41,2016-07-02-18,0.0292679443955421,0.01055561999768
42,2016-07-02-19,0.0249193366616964,0.0053358079109152
43,2016-07-02-20,0.0253980979323387,0.0074237327456211
44,2016-07-02-21,0.0251388978213071,0.0062637745041178
45,2016-07-02-22,0.0401909463107585,0.0164714070293469
