,DateTime,Seq,Temp,'C,Humidity,%
0,2013-8-1,0,20.0,'C,80.5,%
1,2013-8-1,1,19.0,'C,83.0,%
2,2013-8-1,2,19.0,'C,83.0,%
3,2013-8-1,3,18.0,'C,88.0,%
4,2013-8-1,4,17.5,'C,91.0,%
5,2013-8-1,5,17.5,'C,91.0,%
6,2013-8-1,6,19.0,'C,83.0,%
7,2013-8-1,7,21.0,'C,78.0,%
8,2013-8-1,8,25.0,'C,63.0,%
9,2013-8-1,9,26.5,'C,57.5,%
10,2013-8-1,10,28.5,'C,52.5,%
11,2013-8-1,11,30.0,'C,48.0,%
12,2013-8-1,12,30.5,'C,47.0,%
13,2013-8-1,13,31.0,'C,43.0,%
14,2013-8-1,14,32.0,'C,39.0,%
15,2013-8-1,15,32.5,'C,37.0,%
16,2013-8-1,16,32.5,'C,36.0,%
17,2013-8-1,17,32.0,'C,41.5,%
18,2013-8-1,18,31.0,'C,43.0,%
19,2013-8-1,19,31.0,'C,43.0,%
20,2013-8-1,20,30.0,'C,45.0,%
21,2013-8-1,21,27.5,'C,51.0,%
22,2013-8-1,22,26.5,'C,55.5,%
23,2013-8-1,23,26.0,'C,57.0,%
24,2013-8-2,0,24.5,'C,53.5,%
25,2013-8-2,1,22.5,'C,53.5,%
26,2013-8-2,2,21.5,'C,62.0,%
27,2013-8-2,3,19.5,'C,70.5,%
28,2013-8-2,4,19.0,'C,75.5,%
29,2013-8-2,5,18.0,'C,80.0,%
30,2013-8-2,6,19.0,'C,78.0,%
31,2013-8-2,7,19.5,'C,80.5,%
32,2013-8-2,8,19.5,'C,80.5,%
33,2013-8-2,9,19.0,'C,88.0,%
34,2013-8-2,10,19.5,'C,85.5,%
35,2013-8-2,11,21.0,'C,78.0,%
36,2013-8-2,12,22.5,'C,71.0,%
37,2013-8-2,13,23.0,'C,69.0,%
38,2013-8-2,14,24.0,'C,63.0,%
39,2013-8-2,15,25.0,'C,57.0,%
40,2013-8-2,16,25.0,'C,54.0,%
41,2013-8-2,17,25.0,'C,50.0,%
42,2013-8-2,18,23.5,'C,51.5,%
43,2013-8-2,19,22.5,'C,56.5,%
44,2013-8-2,20,21.0,'C,66.0,%
45,2013-8-2,21,21.0,'C,68.0,%
46,2013-8-2,22,19.0,'C,78.0,%
47,2013-8-2,23,19.0,'C,78.0,%
48,2013-8-3,0,17.0,'C,88.0,%
49,2013-8-3,1,17.0,'C,85.0,%
50,2013-8-3,2,17.0,'C,85.0,%
51,2013-8-3,3,16.0,'C,88.0,%
52,2013-8-3,4,16.0,'C,88.0,%
53,2013-8-3,5,16.0,'C,88.0,%
54,2013-8-3,6,17.0,'C,82.0,%
55,2013-8-3,7,17.5,'C,79.5,%
56,2013-8-3,8,18.5,'C,70.5,%
57,2013-8-3,9,19.5,'C,64.0,%
58,2013-8-3,10,21.0,'C,58.0,%
59,2013-8-3,11,22.0,'C,53.0,%
60,2013-8-3,12,22.5,'C,51.5,%
61,2013-8-3,13,23.0,'C,50.0,%
62,2013-8-3,14,23.0,'C,50.0,%
63,2013-8-3,15,23.0,'C,50.0,%
64,2013-8-3,16,23.0,'C,50.0,%
65,2013-8-3,17,23.0,'C,50.0,%
66,2013-8-3,18,22.5,'C,50.0,%
67,2013-8-3,19,21.5,'C,49.5,%
68,2013-8-3,20,20.5,'C,54.5,%
69,2013-8-3,21,19.0,'C,66.0,%
70,2013-8-3,22,18.0,'C,73.0,%
71,2013-8-3,23,18.0,'C,73.0,%
72,2013-8-4,0,17.0,'C,79.5,%
73,2013-8-4,1,16.0,'C,85.0,%
74,2013-8-4,2,16.0,'C,85.0,%
75,2013-8-4,3,16.0,'C,85.0,%
76,2013-8-4,4,16.0,'C,85.0,%
77,2013-8-4,5,16.0,'C,88.0,%
78,2013-8-4,6,16.5,'C,85.0,%
79,2013-8-4,7,17.5,'C,79.5,%
80,2013-8-4,8,19.0,'C,70.5,%
81,2013-8-4,9,21.0,'C,58.0,%
82,2013-8-4,10,22.0,'C,53.0,%
83,2013-8-4,11,22.5,'C,48.5,%
84,2013-8-4,12,22.0,'C,50.0,%
85,2013-8-4,13,23.0,'C,47.0,%
86,2013-8-4,14,23.0,'C,45.5,%
87,2013-8-4,15,23.0,'C,47.0,%
88,2013-8-4,16,23.0,'C,48.5,%
89,2013-8-4,17,22.5,'C,51.5,%
90,2013-8-4,18,21.5,'C,51.5,%
91,2013-8-4,19,21.0,'C,56.0,%
92,2013-8-4,20,20.0,'C,64.0,%
93,2013-8-4,21,19.0,'C,64.0,%
94,2013-8-4,22,19.0,'C,68.0,%
95,2013-8-4,23,19.0,'C,68.0,%
96,2013-8-5,0,19.0,'C,66.0,%
97,2013-8-5,1,18.0,'C,75.0,%
98,2013-8-5,2,18.0,'C,75.0,%
99,2013-8-5,3,18.0,'C,75.0,%
100,2013-8-5,4,18.0,'C,73.0,%
101,2013-8-5,5,18.0,'C,73.0,%
102,2013-8-5,6,18.5,'C,75.0,%
103,2013-8-5,7,19.0,'C,73.0,%
104,2013-8-5,8,20.0,'C,68.0,%
105,2013-8-5,9,21.0,'C,62.0,%
106,2013-8-5,10,22.5,'C,53.5,%
107,2013-8-5,11,23.0,'C,53.0,%
108,2013-8-5,12,21.5,'C,58.5,%
109,2013-8-5,13,21.5,'C,56.5,%
110,2013-8-5,14,23.5,'C,53.0,%
111,2013-8-5,15,22.5,'C,58.5,%
112,2013-8-5,16,22.5,'C,60.5,%
113,2013-8-5,17,19.5,'C,83.0,%
114,2013-8-5,18,20.0,'C,80.5,%
115,2013-8-5,19,19.0,'C,83.0,%
116,2013-8-5,20,18.0,'C,88.0,%
117,2013-8-5,21,18.0,'C,88.0,%
118,2013-8-5,22,18.0,'C,83.0,%
119,2013-8-5,23,18.0,'C,83.0,%
120,2013-8-6,0,17.0,'C,82.0,%
121,2013-8-6,1,16.0,'C,79.5,%
122,2013-8-6,2,16.0,'C,77.0,%
123,2013-8-6,3,14.5,'C,82.0,%
124,2013-8-6,4,15.0,'C,77.0,%
125,2013-8-6,5,15.0,'C,77.0,%
126,2013-8-6,6,15.0,'C,77.0,%
127,2013-8-6,7,15.5,'C,74.5,%
128,2013-8-6,8,17.0,'C,65.5,%
129,2013-8-6,9,18.0,'C,59.5,%
130,2013-8-6,10,19.5,'C,50.5,%
131,2013-8-6,11,20.0,'C,47.5,%
132,2013-8-6,12,21.0,'C,46.0,%
133,2013-8-6,13,21.0,'C,46.0,%
