,DateTime,Seq,Temp,'C,Humidity,%
0,2016-7-1,0,17.0,'C,77.0,%
1,2016-7-1,1,17.0,'C,79.5,%
2,2016-7-1,2,17.0,'C,77.0,%
3,2016-7-1,3,17.0,'C,77.0,%
4,2016-7-1,4,17.0,'C,77.0,%
5,2016-7-1,5,17.0,'C,77.0,%
6,2016-7-1,6,16.5,'C,82.5,%
7,2016-7-1,7,15.0,'C,88.0,%
8,2016-7-1,8,16.0,'C,85.0,%
9,2016-7-1,9,17.5,'C,72.5,%
10,2016-7-1,10,18.0,'C,68.0,%
11,2016-7-1,11,18.0,'C,70.5,%
12,2016-7-1,12,17.0,'C,74.5,%
13,2016-7-1,13,17.0,'C,74.5,%
14,2016-7-1,14,18.5,'C,70.5,%
15,2016-7-1,15,20.0,'C,54.0,%
16,2016-7-1,16,19.5,'C,54.0,%
17,2016-7-1,17,17.0,'C,66.0,%
18,2016-7-1,18,17.0,'C,63.5,%
19,2016-7-1,19,17.0,'C,57.0,%
20,2016-7-1,20,14.0,'C,79.5,%
21,2016-7-1,21,14.0,'C,77.0,%
22,2016-7-1,22,13.5,'C,77.0,%
23,2016-7-1,23,13.0,'C,77.0,%
24,2016-7-2,0,13.0,'C,77.0,%
25,2016-7-2,1,12.5,'C,79.5,%
26,2016-7-2,2,12.0,'C,79.5,%
27,2016-7-2,3,12.0,'C,77.0,%
28,2016-7-2,4,12.0,'C,77.0,%
29,2016-7-2,5,12.0,'C,82.0,%
30,2016-7-2,6,12.5,'C,79.5,%
31,2016-7-2,7,14.0,'C,72.0,%
32,2016-7-2,8,16.0,'C,59.0,%
33,2016-7-2,9,16.5,'C,55.0,%
34,2016-7-2,10,17.0,'C,52.0,%
35,2016-7-2,11,17.5,'C,50.5,%
36,2016-7-2,12,17.5,'C,52.0,%
37,2016-7-2,13,18.0,'C,52.0,%
38,2016-7-2,14,19.5,'C,46.0,%
39,2016-7-2,15,19.5,'C,51.0,%
40,2016-7-2,16,18.5,'C,57.5,%
41,2016-7-2,17,16.5,'C,66.5,%
42,2016-7-2,18,17.0,'C,65.5,%
43,2016-7-2,19,17.0,'C,63.0,%
44,2016-7-2,20,16.5,'C,65.5,%
45,2016-7-2,21,15.5,'C,72.5,%
46,2016-7-2,22,15.0,'C,72.0,%
47,2016-7-2,23,15.0,'C,67.0,%
48,2016-7-3,0,14.0,'C,72.0,%
49,2016-7-3,1,13.5,'C,74.5,%
50,2016-7-3,2,13.0,'C,82.0,%
51,2016-7-3,3,13.0,'C,82.0,%
52,2016-7-3,4,12.0,'C,88.0,%
53,2016-7-3,5,13.0,'C,82.0,%
54,2016-7-3,6,14.0,'C,77.0,%
55,2016-7-3,7,15.5,'C,70.0,%
56,2016-7-3,8,16.5,'C,65.5,%
57,2016-7-3,9,17.5,'C,59.5,%
58,2016-7-3,10,18.0,'C,54.0,%
59,2016-7-3,11,19.0,'C,52.0,%
60,2016-7-3,12,19.5,'C,52.5,%
61,2016-7-3,13,20.0,'C,50.5,%
62,2016-7-3,14,20.5,'C,47.5,%
63,2016-7-3,15,20.0,'C,52.0,%
64,2016-7-3,16,20.0,'C,56.0,%
65,2016-7-3,17,20.5,'C,50.5,%
66,2016-7-3,18,20.0,'C,56.0,%
67,2016-7-3,19,19.0,'C,60.0,%
68,2016-7-3,20,18.0,'C,64.0,%
69,2016-7-3,21,17.0,'C,72.0,%
70,2016-7-3,22,16.0,'C,77.0,%
71,2016-7-3,23,16.0,'C,77.0,%
72,2016-7-4,0,15.0,'C,82.0,%
73,2016-7-4,1,14.0,'C,88.0,%
74,2016-7-4,2,14.0,'C,88.0,%
75,2016-7-4,3,13.5,'C,91.0,%
76,2016-7-4,4,13.0,'C,94.0,%
77,2016-7-4,5,13.5,'C,85.0,%
78,2016-7-4,6,14.5,'C,79.5,%
79,2016-7-4,7,16.5,'C,70.0,%
80,2016-7-4,8,18.5,'C,64.0,%
81,2016-7-4,9,20.5,'C,49.0,%
82,2016-7-4,10,20.5,'C,52.5,%
83,2016-7-4,11,20.5,'C,50.5,%
84,2016-7-4,12,21.0,'C,51.0,%
85,2016-7-4,13,20.5,'C,54.5,%
86,2016-7-4,14,21.0,'C,54.5,%
87,2016-7-4,15,20.0,'C,62.0,%
88,2016-7-4,16,19.0,'C,66.0,%
89,2016-7-4,17,18.5,'C,72.5,%
90,2016-7-4,18,18.0,'C,77.0,%
91,2016-7-4,19,18.0,'C,77.0,%
92,2016-7-4,20,18.0,'C,77.0,%
93,2016-7-4,21,18.0,'C,75.0,%
94,2016-7-4,22,17.0,'C,79.5,%
95,2016-7-4,23,17.0,'C,77.0,%
96,2016-7-5,0,16.5,'C,82.0,%
97,2016-7-5,1,16.0,'C,82.0,%
98,2016-7-5,2,16.5,'C,82.0,%
99,2016-7-5,3,16.5,'C,85.0,%
100,2016-7-5,4,16.0,'C,85.0,%
101,2016-7-5,5,16.0,'C,79.5,%
102,2016-7-5,6,16.5,'C,74.5,%
103,2016-7-5,7,16.5,'C,77.0,%
104,2016-7-5,8,18.0,'C,68.0,%
105,2016-7-5,9,17.0,'C,70.0,%
106,2016-7-5,10,18.0,'C,59.0,%
107,2016-7-5,11,18.5,'C,57.5,%
108,2016-7-5,12,19.0,'C,54.0,%
109,2016-7-5,13,20.0,'C,50.5,%
110,2016-7-5,14,20.0,'C,49.0,%
111,2016-7-5,15,21.0,'C,43.0,%
112,2016-7-5,16,21.0,'C,44.5,%
113,2016-7-5,17,20.0,'C,49.0,%
114,2016-7-5,18,20.0,'C,46.0,%
115,2016-7-5,19,19.5,'C,47.5,%
116,2016-7-5,20,19.0,'C,49.0,%
117,2016-7-5,21,18.0,'C,52.0,%
118,2016-7-5,22,17.0,'C,55.0,%
119,2016-7-5,23,16.0,'C,59.0,%
