,Temp('C),Humidity(%),Holiday,Watt
0,0.3684210526315789,0.8433734939759038,1.0,0.05152036718301779
1,0.3684210526315789,0.8413614457831325,1.0,0.055651176133103844
2,0.3684210526315789,0.8393614457831325,1.0,0.05324153757888697
3,0.3684210526315789,0.8373493975903615,1.0,0.051864601262191626
4,0.3684210526315789,0.8353373493975903,1.0,0.053471026965002874
5,0.3684210526315789,0.8333373493975905,1.0,0.05484796328169822
6,0.3684210526315789,0.8313253012048193,1.0,0.05381526104417671
7,0.3684210526315789,0.8293132530120483,1.0,0.05152036718301779
8,0.3684210526315789,0.8273132530120483,1.0,0.051405622489959835
9,0.3684210526315789,0.8253012048192773,1.0,0.05358577165806082
10,0.3684210526315789,0.823289156626506,1.0,0.05484796328169822
11,0.3684210526315789,0.821289156626506,1.0,0.055421686746987955
12,0.3684210526315789,0.819277108433735,1.0,0.05002868617326449
13,0.3684210526315789,0.8172650602409638,1.0,0.0497991967871486
14,0.3684210526315789,0.815265060240964,1.0,0.04911072862880092
15,0.3684210526315789,0.8132530120481928,1.0,0.042570281124498
16,0.3684210526315789,0.8112409638554218,1.0,0.04188181296615032
17,0.3684210526315789,0.8092409638554218,1.0,0.04199655765920826
18,0.3684210526315789,0.8072289156626508,1.0,0.042111302352266206
19,0.3684210526315789,0.8052168674698795,1.0,0.042111302352266206
20,0.3684210526315789,0.8032168674698795,1.0,0.0438324727481354
21,0.3684210526315789,0.8012048192771085,1.0,0.04429145152036719
22,0.3684210526315789,0.7991927710843373,1.0,0.04452094090648308
23,0.3684210526315789,0.7971927710843375,1.0,0.04417670682730923
24,0.3684210526315789,0.7951807228915663,1.0,0.04750430292598967
25,0.3684210526315789,0.7931686746987953,1.0,0.06942053930005737
26,0.3684210526315789,0.7911686746987953,1.0,0.07056798623063684
27,0.3684210526315789,0.7891566265060241,1.0,0.12197360872059669
28,0.3684210526315789,0.787144578313253,1.0,0.12197360872059669
29,0.3684210526315789,0.783132530120482,1.0,0.06701090074584051
30,0.3684210526315789,0.783132530120482,1.0,0.0632243258749283
31,0.36755263157894735,0.7851445783132531,1.0,0.06207687894434882
32,0.36665789473684207,0.787144578313253,1.0,0.06391279403327596
33,0.3657894736842105,0.7891566265060241,1.0,0.06368330464716007
