2014,5,1,11:50 PM,1,11,กษ,82 ,%
2014,5,1,12:20 AM,2,10,กษ,87 ,%
2014,5,1,12:50 AM,3,11,กษ,82 ,%
2014,5,1,1:20 AM,4,11,กษ,82 ,%
2014,5,1,1:50 AM,5,11,กษ,82 ,%
2014,5,1,2:20 AM,6,11,กษ,82 ,%
2014,5,1,2:50 AM,7,11,กษ,82 ,%
2014,5,1,3:20 AM,8,11,กษ,88 ,%
2014,5,1,3:50 AM,9,10,กษ,94 ,%
2014,5,1,4:20 AM,10,10,กษ,100,%
2014,5,1,4:50 AM,11,10,กษ,100,%
2014,5,1,5:20 AM,12,11,กษ,94 ,%
2014,5,1,5:50 AM,13,11,กษ,94 ,%
2014,5,1,6:20 AM,14,11,กษ,88 ,%
2014,5,1,6:50 AM,15,11,กษ,94 ,%
2014,5,1,7:20 AM,16,11,กษ,94 ,%
2014,5,1,7:50 AM,17,11,กษ,94 ,%
2014,5,1,8:20 AM,18,11,กษ,94 ,%
2014,5,1,8:50 AM,19,12,กษ,88 ,%
2014,5,1,9:20 AM,20,12,กษ,88 ,%
2014,5,1,9:50 AM,21,12,กษ,94 ,%
2014,5,1,10:20 AM,22,12,กษ,94 ,%
2014,5,1,10:50 AM,23,12,กษ,94 ,%
2014,5,1,11:20 AM,24,12,กษ,94 ,%
2014,5,1,11:50 AM,25,12,กษ,94 ,%
2014,5,1,12:20 PM,26,12,กษ,94 ,%
2014,5,1,12:50 PM,27,12,กษ,94 ,%
2014,5,1,1:20 PM,28,14,กษ,82 ,%
2014,5,1,1:50 PM,29,14,กษ,82 ,%
2014,5,1,2:20 PM,30,14,กษ,82 ,%
2014,5,1,2:50 PM,31,13,กษ,82 ,%
2014,5,1,3:20 PM,32,13,กษ,82 ,%
2014,5,1,3:50 PM,33,13,กษ,82 ,%
2014,5,1,4:20 PM,34,13,กษ,82 ,%
2014,5,1,4:50 PM,35,12,กษ,94 ,%
2014,5,1,5:20 PM,36,12,กษ,94 ,%
2014,5,1,5:50 PM,37,12,กษ,94 ,%
2014,5,1,6:20 PM,38,12,กษ,94 ,%
2014,5,1,6:50 PM,39,12,กษ,94 ,%
2014,5,1,7:20 PM,40,12,กษ,94 ,%
2014,5,1,7:50 PM,41,12,กษ,94 ,%
2014,5,1,8:20 PM,42,12,กษ,94 ,%
2014,5,1,8:50 PM,43,12,กษ,94 ,%
2014,5,1,9:20 PM,44,12,กษ,94 ,%
2014,5,1,9:50 PM,45,12,กษ,94 ,%
2014,5,1,10:20 PM,46,12,กษ,94 ,%
2014,5,1,10:50 PM,47,12,กษ,94 ,%
2014,5,1,11:20 PM,48,12,กษ,94 ,%
2014,5,2,11:50 PM,1,11,กษ,94 ,%
2014,5,2,12:20 AM,2,11,กษ,88 ,%
2014,5,2,12:50 AM,3,11,กษ,88 ,%
2014,5,2,1:20 AM,4,11,กษ,88 ,%
